Year,Month,State,"Unemployment rates by State, not seasonally adjusted"
1995,September,New York,6.2
1995,September,North Carolina,4.0
1995,September,North Dakota,2.4
1995,September,Ohio,4.7
1995,September,Oklahoma,4.5
1995,September,Oregon,4.1
1995,September,Pennsylvania,5.5
1995,September,Rhode Island,5.8
1995,September,South Carolina,5.4
1995,September,South Dakota,2.7
1995,September,Tennessee,5.3
1995,September,Texas,6.2
1995,September,Utah,3.2
1995,September,Vermont,3.9
1995,September,Virginia,4.5
1995,September,Washington,5.9
1995,September,West Virginia,7.3
1995,September,Wisconsin,3.1
1995,September,Wyoming,4.1
1995,October,Alabama,5.5
1995,October,Alaska,6.8
1995,October,Arizona,5.2
1995,October,Arkansas,4.2
1995,October,California,7.5
1995,October,Colorado,3.7
1995,October,Connecticut,4.8
1995,October,Delaware,4.4
1995,October,District of Columbia,8.7
1995,October,Florida,5.6
1995,October,Georgia,4.9
1995,October,Hawaii,6.1
1995,October,Idaho,4.6
1995,October,Illinois,4.7
1995,October,Indiana,4.1
1995,October,Iowa,3.0
1995,October,Kansas,3.8
1995,October,Kentucky,4.9
1995,October,Louisiana,6.4
1995,October,Maine,4.9
1995,October,Maryland,4.8
1995,October,Massachusetts,4.6
1995,October,Michigan,4.3
1995,October,Minnesota,3.0
1995,October,Mississippi,5.8
1995,October,Missouri,3.7
1995,October,Montana,5.1
1995,October,Nebraska,2.4
1995,October,Nevada,5.0
1995,October,New Hampshire,3.4
1995,October,New Jersey,5.8
1995,October,New Mexico,6.4
1995,October,New York,6.0
1995,October,North Carolina,4.0
1995,October,North Dakota,2.3
1995,October,Ohio,4.6
1995,October,Oklahoma,4.5
1995,October,Oregon,4.3
1995,October,Pennsylvania,5.3
1995,October,Rhode Island,5.5
1995,October,South Carolina,5.2
1995,October,South Dakota,2.6
1995,October,Tennessee,4.9
1995,October,Texas,5.9
1995,October,Utah,3.1
1995,October,Vermont,3.6
1995,October,Virginia,4.3
1995,October,Washington,5.8
1995,October,West Virginia,7.1
1995,October,Wisconsin,3.1
1995,October,Wyoming,4.2
1995,November,Alabama,5.2
1995,November,Alaska,7.5
1995,November,Arizona,4.9
1995,November,Arkansas,4.4
1995,November,California,7.7
1995,November,Colorado,3.9
1995,November,Connecticut,4.9
1995,November,Delaware,4.2
1995,November,District of Columbia,8.7
1995,November,Florida,5.4
1995,November,Georgia,4.6
1995,November,Hawaii,5.8
1995,November,Idaho,5.4
1995,November,Illinois,4.7
1995,November,Indiana,4.3
1995,November,Iowa,3.1
1995,November,Kansas,3.8
1995,November,Kentucky,5.0
1995,November,Louisiana,6.2
1995,November,Maine,5.5
1995,November,Maryland,4.9
1995,November,Massachusetts,4.6
1995,November,Michigan,4.5
1995,November,Minnesota,3.2
1995,November,Mississippi,5.6
1995,November,Missouri,3.8
1995,November,Montana,5.6
1995,November,Nebraska,2.3
1995,November,Nevada,5.1
1995,November,New Hampshire,3.5
1995,November,New Jersey,5.9
1995,November,New Mexico,6.6
1995,November,New York,6.0
1995,November,North Carolina,4.3
1995,November,North Dakota,2.7
1995,November,Ohio,4.8
1995,November,Oklahoma,4.3
1995,November,Oregon,4.9
1995,November,Pennsylvania,5.6
1995,November,Rhode Island,5.3
1995,November,South Carolina,5.2
1995,November,South Dakota,2.9
1995,November,Tennessee,4.8
1995,November,Texas,6.0
1995,November,Utah,3.0
1995,November,Vermont,4.2
1995,November,Virginia,4.3
1995,November,Washington,6.5
1995,November,West Virginia,7.5
1995,November,Wisconsin,3.4
1995,November,Wyoming,4.7
1995,December,Alabama,5.0
1995,December,Alaska,7.9
1995,December,Arizona,4.9
1995,December,Arkansas,4.8
1995,December,California,7.3
1995,December,Colorado,3.9
1995,December,Connecticut,4.8
1995,December,Delaware,4.4
1995,December,District of Columbia,8.4
1995,December,Florida,5.1
1995,December,Georgia,4.4
1995,December,Hawaii,5.4
1995,December,Idaho,5.5
1995,December,Illinois,5.0
1995,December,Indiana,4.3
1995,December,Iowa,3.5
1995,December,Kansas,3.6
1995,December,Kentucky,4.8
1995,December,Louisiana,6.1
1995,December,Maine,5.5
1995,December,Maryland,4.7
1995,December,Massachusetts,4.6
1995,December,Michigan,4.4
1995,December,Minnesota,3.7
1995,December,Mississippi,5.7
1995,December,Missouri,4.0
1995,December,Montana,5.8
1995,December,Nebraska,2.6
1995,December,Nevada,5.1
1995,December,New Hampshire,3.4
1995,December,New Jersey,6.0
1995,December,New Mexico,6.6
1995,December,New York,6.0
1995,December,North Carolina,4.2
1995,December,North Dakota,3.0
1995,December,Ohio,4.9
1995,December,Oklahoma,4.0
1995,December,Oregon,5.0
1995,December,Pennsylvania,5.4
1994,January,Alabama,7.5
1994,January,Alaska,8.8
1994,January,Arizona,6.5
1994,January,Arkansas,6.6
1994,January,California,9.9
1994,January,Colorado,5.4
1994,January,Connecticut,6.3
1994,January,Delaware,6.1
1994,January,District of Columbia,8.9
1994,January,Florida,7.2
1994,January,Georgia,6.5
1994,January,Hawaii,5.2
1994,January,Idaho,7.1
1994,January,Illinois,7.6
1994,January,Indiana,5.9
1994,January,Iowa,4.7
1994,January,Kansas,5.6
1994,January,Kentucky,6.4
1994,January,Louisiana,8.9
1994,January,Maine,8.5
1994,January,Maryland,6.2
1994,January,Massachusetts,7.3
1994,January,Michigan,8.1
1994,January,Minnesota,5.7
1994,January,Mississippi,7.1
1994,January,Missouri,6.6
1994,January,Montana,6.8
1994,January,Nebraska,3.3
1994,January,Nevada,7.2
1994,January,New Hampshire,6.1
1994,January,New Jersey,7.7
1994,January,New Mexico,7.2
1994,January,New York,8.4
1994,January,North Carolina,5.1
1994,January,North Dakota,4.9
1994,January,Ohio,7.4
1994,January,Oklahoma,6.6
1994,January,Oregon,7.3
1994,January,Pennsylvania,7.3
1994,January,Rhode Island,8.7
1994,January,South Carolina,7.6
1994,January,South Dakota,3.9
1994,January,Tennessee,5.9
1994,January,Texas,7.5
1994,January,Utah,4.0
1994,January,Vermont,5.8
1994,January,Virginia,5.7
1994,January,Washington,8.0
1994,January,West Virginia,11.0
1994,January,Wisconsin,5.7
1994,January,Wyoming,6.6
1994,February,Alabama,7.3
1994,February,Alaska,9.0
1994,February,Arizona,6.1
1994,February,Arkansas,6.3
1994,February,California,9.7
1994,February,Colorado,5.2
1994,February,Connecticut,6.2
1994,February,Delaware,6.1
1994,February,District of Columbia,8.7
1994,February,Florida,6.8
1994,February,Georgia,6.2
1994,February,Hawaii,5.3
1994,February,Idaho,6.6
1994,February,Illinois,7.3
1994,February,Indiana,5.8
1994,February,Iowa,4.5
1994,February,Kansas,5.3
1994,February,Kentucky,6.8
1994,February,Louisiana,8.0
1994,February,Maine,8.8
1994,February,Maryland,6.2
1994,February,Massachusetts,6.9
1994,February,Michigan,7.6
1994,February,Minnesota,5.2
1994,February,Mississippi,6.9
1994,February,Missouri,6.4
1994,February,Montana,6.5
1994,February,Nebraska,3.2
1994,February,Nevada,6.8
1994,February,New Hampshire,6.0
1994,February,New Jersey,7.8
1994,February,New Mexico,6.8
1994,February,New York,8.3
1994,February,North Carolina,5.1
1994,February,North Dakota,4.8
1994,February,Ohio,7.0
1994,February,Oklahoma,6.5
1994,February,Oregon,7.2
1994,February,Pennsylvania,7.2
1994,February,Rhode Island,8.2
1994,February,South Carolina,7.4
1994,February,South Dakota,3.8
1994,February,Tennessee,5.8
1994,February,Texas,7.3
1994,February,Utah,4.1
1994,February,Vermont,5.5
1994,February,Virginia,5.6
1994,February,Washington,8.1
1994,February,West Virginia,11.2
1994,February,Wisconsin,6.1
1994,February,Wyoming,6.5
1994,March,Alabama,6.4
1994,March,Alaska,8.7
1994,March,Arizona,6.0
1994,March,Arkansas,5.9
1994,March,California,9.4
1994,March,Colorado,5.2
1994,March,Connecticut,5.7
1994,March,Delaware,5.7
1994,March,District of Columbia,8.4
1994,March,Florida,6.7
1994,March,Georgia,5.8
1994,March,Hawaii,5.4
1994,March,Idaho,6.4
1994,March,Illinois,6.8
1994,March,Indiana,5.7
1994,March,Iowa,4.3
1994,March,Kansas,5.3
1994,March,Kentucky,6.1
1994,March,Louisiana,7.9
1994,March,Maine,8.4
1994,March,Maryland,5.9
1994,March,Massachusetts,6.7
1994,March,Michigan,7.3
1994,March,Minnesota,5.2
1994,March,Mississippi,6.6
1994,March,Missouri,6.1
1994,March,Montana,6.3
1994,March,Nebraska,3.1
1994,March,Nevada,6.5
1994,March,New Hampshire,5.6
1994,March,New Jersey,7.7
1994,March,New Mexico,6.8
1994,March,New York,7.9
1994,March,North Carolina,4.6
1994,March,North Dakota,4.8
1994,March,Ohio,6.8
1994,March,Oklahoma,6.1
1994,March,Oregon,6.8
1994,March,Pennsylvania,7.1
1994,March,Rhode Island,7.9
1994,March,South Carolina,6.8
1994,March,South Dakota,3.9
1994,March,Tennessee,5.5
1994,March,Texas,6.9
1994,March,Utah,3.9
1994,March,Vermont,5.4
1994,March,Virginia,5.4
1994,March,Washington,7.6
1994,March,West Virginia,10.5
1994,March,Wisconsin,5.8
1994,March,Wyoming,6.3
1994,April,Alabama,5.8
1994,April,Alaska,8.2
1994,April,Arizona,5.9
1994,April,Arkansas,5.4
1994,April,California,8.9
1994,April,Colorado,4.5
1994,April,Connecticut,5.4
1994,April,Delaware,5.2
1994,April,District of Columbia,7.4
1994,April,Florida,6.5
1994,April,Georgia,5.3
1994,April,Hawaii,5.4
1994,April,Idaho,5.7
1994,April,Illinois,6.0
1994,April,Indiana,5.0
1994,April,Iowa,3.5
1994,April,Kansas,4.8
1994,April,Kentucky,5.2
1994,April,Louisiana,7.6
1994,April,Maine,7.7
1994,April,Maryland,5.3
1994,April,Massachusetts,6.1
1994,April,Michigan,6.2
1994,April,Minnesota,4.3
1994,April,Mississippi,6.2
1994,April,Missouri,5.2
1994,April,Montana,5.3
1994,April,Nebraska,2.5
1994,April,Nevada,6.3
1994,April,New Hampshire,4.9
1994,April,New Jersey,7.0
1994,April,New Mexico,6.3
1994,April,New York,7.3
1994,April,North Carolina,4.2
1994,April,North Dakota,3.9
1994,April,Ohio,6.0
1994,April,Oklahoma,5.5
1994,April,Oregon,5.9
1994,April,Pennsylvania,6.4
1994,April,Rhode Island,6.9
1994,April,South Carolina,6.5
1994,April,South Dakota,3.1
1994,April,Tennessee,4.7
1994,April,Texas,6.5
1994,April,Utah,3.6
1994,April,Vermont,5.3
1994,April,Virginia,5.0
1994,April,Washington,6.8
1994,April,West Virginia,9.5
1994,April,Wisconsin,4.9
1994,April,Wyoming,5.4
1994,May,Alabama,5.6
1994,May,Alaska,7.9
1994,May,Arizona,5.9
1994,May,Arkansas,5.3
1994,May,California,8.2
1994,May,Colorado,4.2
1994,May,Connecticut,5.3
1994,May,Delaware,4.6
1994,May,District of Columbia,7.6
1994,May,Florida,6.3
1994,May,Georgia,4.9
1994,May,Hawaii,5.5
1994,May,Idaho,4.7
1994,May,Illinois,5.5
1994,May,Indiana,4.7
1994,May,Iowa,3.1
1994,May,Kansas,4.5
1994,May,Kentucky,5.1
1994,May,Louisiana,7.6
1994,May,Maine,7.2
1994,May,Maryland,5.2
1994,May,Massachusetts,5.8
1994,May,Michigan,5.7
1994,May,Minnesota,3.4
1994,May,Mississippi,6.4
1994,May,Missouri,4.5
1994,May,Montana,4.5
1994,May,Nebraska,2.5
1994,May,Nevada,5.9
1994,May,New Hampshire,4.5
1994,May,New Jersey,6.7
1994,May,New Mexico,6.3
1994,May,New York,6.8
1994,May,North Carolina,4.2
1994,May,North Dakota,3.3
1994,May,Ohio,5.5
1994,May,Oklahoma,5.7
1994,May,Oregon,5.0
1994,May,Pennsylvania,6.2
1994,May,Rhode Island,6.6
1994,May,South Carolina,6.1
1994,May,South Dakota,3.1
1994,May,Tennessee,4.2
1994,May,Texas,6.3
1994,May,Utah,3.6
1994,May,Vermont,4.6
1994,May,Virginia,4.8
1994,May,Washington,6.3
1994,May,West Virginia,8.8
1994,May,Wisconsin,4.3
1994,May,Wyoming,4.8
1994,June,Alabama,6.7
1994,June,Alaska,7.6
1994,June,Arizona,6.7
1994,June,Arkansas,5.7
1994,June,California,8.6
1994,June,Colorado,4.6
1994,June,Connecticut,5.7
1994,June,Delaware,5.1
1994,June,District of Columbia,8.2
1994,June,Florida,6.8
1994,June,Georgia,5.5
1994,June,Hawaii,6.2
1994,June,Idaho,4.8
1994,June,Illinois,5.8
1994,June,Indiana,4.8
1994,June,Iowa,3.4
1994,June,Kansas,4.9
1994,June,Kentucky,5.6
1994,June,Louisiana,8.8
1994,June,Maine,6.8
1994,June,Maryland,5.4
1994,June,Massachusetts,6.2
1994,June,Michigan,6.0
1994,June,Minnesota,4.0
1994,June,Mississippi,7.3
1994,June,Missouri,5.0
1994,June,Montana,5.0
1994,June,Nebraska,2.9
1994,June,Nevada,6.3
1994,June,New Hampshire,4.6
1994,June,New Jersey,6.8
1994,June,New Mexico,7.1
1994,June,New York,6.9
1994,June,North Carolina,4.6
1994,June,North Dakota,4.0
1994,June,Ohio,5.7
1994,June,Oklahoma,5.9
1994,June,Oregon,5.3
1994,June,Pennsylvania,6.4
1994,June,Rhode Island,6.6
1994,June,South Carolina,6.6
1994,June,South Dakota,3.2
1994,June,Tennessee,5.1
1994,June,Texas,7.0
1994,June,Utah,4.2
1994,June,Vermont,4.5
1994,June,Virginia,5.1
1994,June,Washington,6.3
1994,June,West Virginia,8.9
1994,June,Wisconsin,4.8
1994,June,Wyoming,4.7
1994,July,Alabama,6.6
1994,July,Alaska,6.8
1994,July,Arizona,6.7
1994,July,Arkansas,5.8
1994,July,California,8.9
1994,July,Colorado,4.2
1994,July,Connecticut,5.9
1994,July,Delaware,4.8
1994,July,District of Columbia,8.2
1994,July,Florida,6.9
1994,July,Georgia,5.6
1994,July,Hawaii,6.0
1994,July,Idaho,4.8
1994,July,Illinois,5.8
1994,July,Indiana,5.0
1994,July,Iowa,3.0
1994,July,Kansas,5.0
1994,July,Kentucky,5.5
1994,July,Louisiana,8.4
1994,July,Maine,6.5
1994,July,Maryland,5.2
1994,July,Massachusetts,6.1
1994,July,Michigan,6.5
1994,July,Minnesota,3.6
1994,July,Mississippi,6.5
1994,July,Missouri,4.7
1994,July,Montana,4.5
1994,July,Nebraska,2.8
1994,July,Nevada,6.2
1994,July,New Hampshire,4.5
1994,July,New Jersey,7.2
1994,July,New Mexico,6.8
1994,July,New York,7.0
1994,July,North Carolina,4.7
1994,July,North Dakota,3.5
1994,July,Ohio,5.7
1994,July,Oklahoma,5.4
1994,July,Oregon,5.1
1994,July,Pennsylvania,6.4
1994,July,Rhode Island,6.9
1994,July,South Carolina,6.2
1994,July,South Dakota,3.0
1994,July,Tennessee,5.1
1994,July,Texas,6.8
1994,July,Utah,4.0
1994,July,Vermont,4.2
1994,July,Virginia,4.8
1994,July,Washington,6.1
1994,July,West Virginia,8.3
1994,July,Wisconsin,4.4
1994,July,Wyoming,4.3
1994,August,Alabama,6.4
1994,August,Alaska,6.3
1994,August,Arizona,6.9
1994,August,Arkansas,5.1
1994,August,California,8.4
1994,August,Colorado,3.9
1994,August,Connecticut,5.7
1994,August,Delaware,4.5
1994,August,District of Columbia,7.7
1994,August,Florida,6.7
1994,August,Georgia,5.0
1994,August,Hawaii,5.8
1994,August,Idaho,4.8
1994,August,Illinois,5.5
1994,August,Indiana,4.8
1994,August,Iowa,3.2
1994,August,Kansas,5.0
1994,August,Kentucky,5.1
1994,August,Louisiana,8.2
1994,August,Maine,5.9
1994,August,Maryland,5.1
1994,August,Massachusetts,5.8
1994,August,Michigan,5.5
1994,August,Minnesota,3.6
1994,August,Mississippi,6.3
1994,August,Missouri,4.9
1994,August,Montana,4.5
1994,August,Nebraska,2.4
1994,August,Nevada,5.9
1994,August,New Hampshire,4.5
1994,August,New Jersey,6.6
1994,August,New Mexico,6.4
1994,August,New York,6.6
1994,August,North Carolina,4.5
1994,August,North Dakota,3.4
1994,August,Ohio,5.2
1994,August,Oklahoma,5.4
1994,August,Oregon,5.0
1994,August,Pennsylvania,6.1
1994,August,Rhode Island,6.6
1994,August,South Carolina,6.3
1994,August,South Dakota,3.1
1994,August,Tennessee,5.0
1994,August,Texas,6.5
1994,August,Utah,4.1
1994,August,Vermont,4.0
1994,August,Virginia,4.8
1994,August,Washington,6.1
1994,August,West Virginia,8.2
1994,August,Wisconsin,4.2
1994,August,Wyoming,4.1
1994,September,Alabama,5.7
1994,September,Alaska,6.4
1994,September,Arizona,6.5
1994,September,Arkansas,4.7
1994,September,California,8.1
1994,September,Colorado,3.6
1994,September,Connecticut,5.4
1994,September,Delaware,4.3
1994,September,District of Columbia,7.6
1994,September,Florida,6.5
1994,September,Georgia,4.8
1994,September,Hawaii,5.9
1994,September,Idaho,4.6
1994,September,Illinois,5.0
1994,September,Indiana,4.3
1994,September,Iowa,3.1
1994,September,Kansas,4.7
1994,September,Kentucky,5.0
1994,September,Louisiana,7.7
1994,September,Maine,5.8
1994,September,Maryland,4.9
1994,September,Massachusetts,5.8
1994,September,Michigan,5.2
1994,September,Minnesota,3.7
1994,September,Mississippi,5.6
1994,September,Missouri,4.5
1994,September,Montana,4.4
1994,September,Nebraska,2.3
1994,September,Nevada,6.0
1994,September,New Hampshire,4.2
1994,September,New Jersey,6.4
1994,September,New Mexico,6.2
1994,September,New York,6.3
1994,September,North Carolina,4.1
1994,September,North Dakota,2.9
1994,September,Ohio,4.9
1994,September,Oklahoma,5.1
1994,September,Oregon,4.2
1994,September,Pennsylvania,5.8
1994,September,Rhode Island,6.3
1994,September,South Carolina,5.8
1994,September,South Dakota,3.0
1994,September,Tennessee,4.6
1994,September,Texas,6.2
1994,September,Utah,3.6
1994,September,Vermont,4.0
1994,September,Virginia,4.6
1994,September,Washington,5.7
1994,September,West Virginia,7.5
1994,September,Wisconsin,3.7
1994,September,Wyoming,3.9
1994,October,Alabama,5.8
1994,October,Alaska,6.8
1994,October,Arizona,6.1
1994,October,Arkansas,4.4
1994,October,California,7.9
1994,October,Colorado,3.4
1994,October,Connecticut,5.1
1994,October,Delaware,4.1
1994,October,District of Columbia,7.5
1994,October,Florida,6.1
1994,October,Georgia,4.8
1994,October,Hawaii,5.6
1994,October,Idaho,4.7
1994,October,Illinois,5.0
1994,October,Indiana,4.4
1994,October,Iowa,3.0
1994,October,Kansas,4.6
1994,October,Kentucky,4.7
1994,October,Louisiana,7.5
1994,October,Maine,5.9
1994,October,Maryland,4.8
1994,October,Massachusetts,5.4
1994,October,Michigan,4.9
1994,October,Minnesota,3.3
1994,October,Mississippi,5.7
1994,October,Missouri,4.1
1994,October,Montana,4.6
1994,October,Nebraska,2.3
1994,October,Nevada,5.7
1994,October,New Hampshire,3.9
1994,October,New Jersey,6.2
1994,October,New Mexico,6.0
1994,October,New York,6.2
1994,October,North Carolina,4.0
1994,October,North Dakota,2.7
1994,October,Ohio,4.5
1994,October,Oklahoma,5.1
1994,October,Oregon,4.3
1994,October,Pennsylvania,5.6
1994,October,Rhode Island,6.2
1994,October,South Carolina,5.5
1994,October,South Dakota,2.8
1994,October,Tennessee,4.3
1994,October,Texas,5.8
1994,October,Utah,3.6
1994,October,Vermont,3.6
1994,October,Virginia,4.3
1994,October,Washington,5.6
1994,October,West Virginia,7.4
1994,October,Wisconsin,3.6
1994,October,Wyoming,4.0
1994,November,Alabama,5.5
1994,November,Alaska,7.3
1994,November,Arizona,5.5
1994,November,Arkansas,4.4
1994,November,California,7.8
1994,November,Colorado,3.5
1994,November,Connecticut,5.4
1994,November,Delaware,3.7
1994,November,District of Columbia,7.7
1994,November,Florida,5.8
1994,November,Georgia,4.3
1994,November,Hawaii,5.4
1994,November,Idaho,5.3
1994,November,Illinois,4.6
1994,November,Indiana,4.1
1994,November,Iowa,3.0
1994,November,Kansas,4.6
1994,November,Kentucky,4.6
1994,November,Louisiana,7.0
1994,November,Maine,6.3
1994,November,Maryland,4.7
1994,November,Massachusetts,5.3
1994,November,Michigan,4.5
1994,November,Minnesota,3.3
1994,November,Mississippi,5.3
1994,November,Missouri,4.4
1994,November,Montana,5.1
1994,November,Nebraska,2.1
1994,November,Nevada,5.7
1994,November,New Hampshire,4.0
1994,November,New Jersey,6.0
1994,November,New Mexico,6.0
1994,November,New York,6.0
1994,November,North Carolina,4.0
1994,November,North Dakota,3.0
1994,November,Ohio,4.2
1994,November,Oklahoma,4.9
1994,November,Oregon,4.6
1994,November,Pennsylvania,5.5
1994,November,Rhode Island,6.0
1994,November,South Carolina,5.2
1994,November,South Dakota,3.0
1994,November,Tennessee,4.1
1994,November,Texas,5.7
1994,November,Utah,3.5
1994,November,Vermont,4.0
1994,November,Virginia,4.2
1994,November,Washington,6.2
1994,November,West Virginia,7.3
1994,November,Wisconsin,3.5
1994,November,Wyoming,4.4
1994,December,Alabama,5.3
1994,December,Alaska,7.5
1994,December,Arizona,5.1
1994,December,Arkansas,4.7
1994,December,California,7.3
1994,December,Colorado,3.4
1994,December,Connecticut,5.1
1994,December,Delaware,3.6
1994,December,District of Columbia,7.7
1994,December,Florida,5.2
1994,December,Georgia,4.0
1994,December,Hawaii,4.7
1994,December,Idaho,5.7
1994,December,Illinois,4.5
1994,December,Indiana,4.0
1994,December,Iowa,3.5
1994,December,Kansas,4.4
1994,December,Kentucky,4.6
1994,December,Louisiana,6.6
1994,December,Maine,6.3
1994,December,Maryland,4.5
1994,December,Massachusetts,5.3
1994,December,Michigan,4.5
1994,December,Minnesota,3.7
1994,December,Mississippi,5.3
1994,December,Missouri,4.5
1994,December,Montana,5.6
1994,December,Nebraska,2.4
1994,December,Nevada,5.6
1994,December,New Hampshire,4.0
1994,December,New Jersey,5.8
1994,December,New Mexico,5.9
1994,December,New York,5.8
1994,December,North Carolina,3.5
1994,December,North Dakota,3.5
1994,December,Ohio,4.1
1994,December,Oklahoma,4.8
1994,December,Oregon,4.5
1994,December,Pennsylvania,5.2
1993,January,Alabama,8.0
1993,January,Alaska,9.0
1993,January,Arizona,7.4
1993,January,Arkansas,7.5
1993,January,California,10.3
1993,January,Colorado,6.8
1993,January,Connecticut,8.3
1993,January,Delaware,5.4
1993,January,District of Columbia,9.2
1993,January,Florida,7.8
1993,January,Georgia,7.0
1993,January,Hawaii,4.8
1993,January,Idaho,7.8
1993,January,Illinois,8.5
1993,January,Indiana,6.9
1993,January,Iowa,5.2
1993,January,Kansas,5.4
1993,January,Kentucky,7.4
1993,January,Louisiana,8.3
1993,January,Maine,8.3
1993,January,Maryland,6.8
1993,January,Massachusetts,8.6
1993,January,Michigan,8.4
1993,January,Minnesota,6.1
1993,January,Mississippi,7.7
1993,January,Missouri,7.2
1993,January,Montana,7.9
1993,January,Nebraska,3.6
1993,January,Nevada,7.6
1993,January,New Hampshire,7.7
1993,January,New Jersey,8.8
1993,January,New Mexico,7.4
1993,January,New York,9.3
1993,January,North Carolina,6.3
1993,January,North Dakota,5.4
1993,January,Ohio,8.3
1993,January,Oklahoma,6.3
1993,January,Oregon,8.4
1993,January,Pennsylvania,8.0
1993,January,Rhode Island,9.4
1993,January,South Carolina,7.6
1993,January,South Dakota,4.2
1993,January,Tennessee,7.1
1993,January,Texas,8.1
1993,January,Utah,4.8
1993,January,Vermont,6.4
1993,January,Virginia,6.2
1993,January,Washington,8.9
1993,January,West Virginia,11.8
1993,January,Wisconsin,5.1
1993,January,Wyoming,6.5
1993,February,Alabama,8.0
1993,February,Alaska,9.1
1993,February,Arizona,6.9
1993,February,Arkansas,7.1
1993,February,California,10.3
1993,February,Colorado,6.5
1993,February,Connecticut,8.0
1993,February,Delaware,5.4
1993,February,District of Columbia,9.1
1993,February,Florida,7.4
1993,February,Georgia,6.8
1993,February,Hawaii,4.6
1993,February,Idaho,7.5
1993,February,Illinois,8.5
1993,February,Indiana,6.9
1993,February,Iowa,4.9
1993,February,Kansas,5.2
1993,February,Kentucky,7.4
1993,February,Louisiana,7.4
1993,February,Maine,8.4
1993,February,Maryland,6.8
1993,February,Massachusetts,8.2
1993,February,Michigan,8.2
1993,February,Minnesota,6.1
1993,February,Mississippi,7.2
1993,February,Missouri,7.5
1993,February,Montana,7.4
1993,February,Nebraska,3.3
1993,February,Nevada,7.3
1993,February,New Hampshire,7.7
1993,February,New Jersey,8.7
1993,February,New Mexico,7.2
1993,February,New York,9.0
1993,February,North Carolina,6.2
1993,February,North Dakota,5.2
1993,February,Ohio,7.9
1993,February,Oklahoma,6.3
1993,February,Oregon,8.3
1993,February,Pennsylvania,8.0
1993,February,Rhode Island,9.0
1993,February,South Carolina,7.8
1993,February,South Dakota,4.0
1993,February,Tennessee,6.8
1993,February,Texas,7.8
1993,February,Utah,5.0
1993,February,Vermont,6.2
1993,February,Virginia,6.0
1993,February,Washington,8.8
1993,February,West Virginia,12.3
1993,February,Wisconsin,5.4
1993,February,Wyoming,6.5
1993,March,Alabama,7.5
1993,March,Alaska,8.7
1993,March,Arizona,6.5
1993,March,Arkansas,6.5
1993,March,California,9.9
1993,March,Colorado,6.2
1993,March,Connecticut,7.3
1993,March,Delaware,5.2
1993,March,District of Columbia,8.7
1993,March,Florida,7.0
1993,March,Georgia,6.3
1993,March,Hawaii,4.6
1993,March,Idaho,7.6
1993,March,Illinois,8.1
1993,March,Indiana,6.4
1993,March,Iowa,4.7
1993,March,Kansas,5.2
1993,March,Kentucky,7.3
1993,March,Louisiana,7.2
1993,March,Maine,8.2
1993,March,Maryland,6.6
1993,March,Massachusetts,7.8
1993,March,Michigan,7.7
1993,March,Minnesota,5.9
1993,March,Mississippi,7.0
1993,March,Missouri,7.0
1993,March,Montana,7.3
1993,March,Nebraska,3.2
1993,March,Nevada,7.1
1993,March,New Hampshire,7.3
1993,March,New Jersey,8.4
1993,March,New Mexico,7.3
1993,March,New York,8.3
1993,March,North Carolina,5.6
1993,March,North Dakota,5.2
1993,March,Ohio,7.2
1993,March,Oklahoma,5.9
1993,March,Oregon,8.0
1993,March,Pennsylvania,7.6
1993,March,Rhode Island,8.6
1993,March,South Carolina,7.3
1993,March,South Dakota,4.1
1993,March,Tennessee,6.7
1993,March,Texas,7.3
1993,March,Utah,4.5
1993,March,Vermont,6.1
1993,March,Virginia,5.6
1993,March,Washington,8.1
1993,March,West Virginia,11.8
1993,March,Wisconsin,5.8
1993,March,Wyoming,6.4
1993,April,Alabama,7.1
1993,April,Alaska,8.2
1993,April,Arizona,6.3
1993,April,Arkansas,6.1
1993,April,California,9.5
1993,April,Colorado,5.5
1993,April,Connecticut,7.0
1993,April,Delaware,4.8
1993,April,District of Columbia,8.0
1993,April,Florida,6.9
1993,April,Georgia,5.7
1993,April,Hawaii,4.3
1993,April,Idaho,6.7
1993,April,Illinois,7.7
1993,April,Indiana,6.0
1993,April,Iowa,4.2
1993,April,Kansas,4.7
1993,April,Kentucky,6.5
1993,April,Louisiana,7.0
1993,April,Maine,7.7
1993,April,Maryland,6.2
1993,April,Massachusetts,7.1
1993,April,Michigan,6.9
1993,April,Minnesota,5.3
1993,April,Mississippi,6.6
1993,April,Missouri,6.3
1993,April,Montana,6.2
1993,April,Nebraska,2.8
1993,April,Nevada,7.0
1993,April,New Hampshire,6.1
1993,April,New Jersey,7.9
1993,April,New Mexico,6.8
1993,April,New York,7.7
1993,April,North Carolina,5.2
1993,April,North Dakota,4.5
1993,April,Ohio,6.6
1993,April,Oklahoma,5.6
1993,April,Oregon,7.5
1993,April,Pennsylvania,6.9
1993,April,Rhode Island,7.9
1993,April,South Carolina,7.1
1993,April,South Dakota,3.3
1993,April,Tennessee,6.0
1993,April,Texas,6.9
1993,April,Utah,4.0
1993,April,Vermont,5.9
1993,April,Virginia,5.2
1993,April,Washington,7.3
1993,April,West Virginia,11.4
1993,April,Wisconsin,5.3
1993,April,Wyoming,5.6
1993,May,Alabama,7.2
1993,May,Alaska,7.8
1993,May,Arizona,6.1
1993,May,Arkansas,6.2
1993,May,California,9.1
